	(1)	(2)	(3)	(4)	(5)	(6)	(7)	(8)	(9)	(10)	(11)	(12)	(13)	(14)	(15)	(16)	(17)	(18)	(19)
state18	0.0673***	0.0591*	-0.0819**	-0.0656*	-0.0740**	-0.0566*	-0.0519**	-0.0544**	-0.0753***	-0.0611***	-0.0595***	-0.0204	-0.0264	-0.0137	0.0090	0.0285	0.0496***	0.0083	-0.0354**
	(0.016)	(0.033)	(0.036)	(0.035)	(0.028)	(0.029)	(0.025)	(0.025)	(0.027)	(0.022)	(0.018)	(0.020)	(0.019)	(0.021)	(0.020)	(0.017)	(0.018)	(0.016)	(0.015)
state19	0.0261	0.0846***	-0.0892***	-0.0861***	-0.0626**	-0.0138	-0.0076	-0.0062	0.0150	0.0502	0.0489	0.0890**	0.0852**	0.0728*	0.0665	0.0896**	0.1050**	0.0625	0.0151
	(0.016)	(0.019)	(0.019)	(0.027)	(0.027)	(0.032)	(0.036)	(0.038)	(0.038)	(0.039)	(0.039)	(0.039)	(0.043)	(0.040)	(0.041)	(0.043)	(0.043)	(0.042)	(0.042)
state20	0.0554***	0.0988***	-0.0177	-0.0010	0.0090	0.0386*	0.0266	0.0162	0.0098	0.0028	-0.0035	0.0274	0.0162	-0.0048	-0.0279	-0.0070	0.0125	-0.0421*	-0.1003***
	(0.013)	(0.014)	(0.020)	(0.019)	(0.019)	(0.022)	(0.024)	(0.025)	(0.025)	(0.026)	(0.026)	(0.026)	(0.027)	(0.026)	(0.027)	(0.028)	(0.024)	(0.025)	(0.025)
state21	0.0657***	0.0627***	-0.0450**	-0.0555***	-0.0332	0.0031	-0.0010	-0.0159	-0.0074	-0.0174	-0.0183	0.0307	0.0265	0.0199	0.0081	0.0238	0.0491	0.0164	-0.0260
	(0.012)	(0.017)	(0.021)	(0.021)	(0.022)	(0.027)	(0.027)	(0.029)	(0.030)	(0.031)	(0.031)	(0.033)	(0.034)	(0.036)	(0.040)	(0.042)	(0.039)	(0.041)	(0.041)
state22	0.0481*	0.0945***	-0.0232	-0.0172	-0.0226	0.0114	-0.0111	-0.0452	-0.0502	-0.0392	-0.0395	0.0138	0.0071	0.0031	-0.0104	-0.0011	0.0242	-0.0211	-0.0557
	(0.029)	(0.035)	(0.031)	(0.026)	(0.031)	(0.032)	(0.034)	(0.037)	(0.038)	(0.041)	(0.041)	(0.041)	(0.041)	(0.043)	(0.045)	(0.045)	(0.041)	(0.042)	(0.042)
